subject,course_title,abs_course_url
Personal Development,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,https://www.classcentral.com/course/coursera-mindshift-break-through-obstacles-to-learning-and-discover-your-hidden-potential-8289
Personal Development,Aprender,https://www.classcentral.com/course/coursera-aprender-4631
Personal Development,Maintaining a Mindful Life,https://www.classcentral.com/course/futurelearn-maintaining-a-mindful-life-9078
Personal Development,Presentation skills: Designing Presentation Slides,https://www.classcentral.com/course/coursera-presentation-skills-designing-presentation-slides-9643
Personal Development,Presentation skills: Speechwriting and Storytelling,https://www.classcentral.com/course/coursera-presentation-skills-speechwriting-and-storytelling-9646
Personal Development,How to Succeed at: Interviews,https://www.classcentral.com/course/futurelearn-how-to-succeed-at-interviews-2253
Personal Development,Learning How To Learn for Youth,https://www.classcentral.com/course/coursera-learning-how-to-learn-for-youth-12569
Personal Development,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",https://www.classcentral.com/course/coursera-work-smarter-not-harder-time-management-for-personal-professional-productivity-2727
Personal Development,Diseña presentaciones eficaces con Powerpoint,https://www.classcentral.com/course/edx-disena-presentaciones-eficaces-con-powerpoint-8673
Personal Development, Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,https://www.classcentral.com/course/coursera-know-thyself-the-value-and-limits-of-self-knowledge-the-examined-life-432
Personal Development,Presentation skills:  Effective Presentation Delivery,https://www.classcentral.com/course/coursera-presentation-skills-effective-presentation-delivery-9645
Personal Development,De-Mystifying Mindfulness,https://www.classcentral.com/course/coursera-de-mystifying-mindfulness-6951
Personal Development,Successful Negotiation: Essential Strategies and Skills,https://www.classcentral.com/course/coursera-successful-negotiation-essential-strategies-and-skills-2460
Personal Development,Psychology of Personal Growth,https://www.classcentral.com/course/edx-psychology-of-personal-growth-8857
Personal Development,Presentation skills: Public Speaking Project,https://www.classcentral.com/course/coursera-presentation-skills-public-speaking-project-9644
Personal Development,Creative Problem Solving,https://www.classcentral.com/course/coursera-creative-problem-solving-1636
Personal Development,Effective Problem-Solving and Decision-Making,https://www.classcentral.com/course/coursera-effective-problem-solving-and-decision-making-2721
Personal Development,Negoziazione e comunicazione efficace,https://www.classcentral.com/course/edx-negoziazione-e-comunicazione-efficace-9244
Personal Development,Introduction to Public Speaking,https://www.classcentral.com/course/coursera-introduction-to-public-speaking-889
Personal Development,High-Impact Business Writing,https://www.classcentral.com/course/coursera-high-impact-business-writing-2724
Personal Development,Introduction to Personal Branding,https://www.classcentral.com/course/coursera-introduction-to-personal-branding-4865
Personal Development,Buscar en Internet,https://www.classcentral.com/course/edx-buscar-en-internet-2971
Personal Development,La Solución del Conflicto Ético,https://www.classcentral.com/course/coursera-la-solucion-del-conflicto-etico-4639
Personal Development,Speaking to persuade: Motivating audiences with solid arguments and moving language,https://www.classcentral.com/course/coursera-speaking-to-persuade-motivating-audiences-with-solid-arguments-and-moving-language-7461
Personal Development,Creativity Toolkit II: Creative Collaboration,https://www.classcentral.com/course/coursera-creativity-toolkit-ii-creative-collaboration-8735
Personal Development,Communication theory: bridging academia and practice,https://www.classcentral.com/course/coursera-communication-theory-bridging-academia-and-practice-9986
Personal Development,Influencing People,https://www.classcentral.com/course/coursera-influencing-people-4243
Personal Development,Advanced Interviewing Techniques,https://www.classcentral.com/course/coursera-advanced-interviewing-techniques-5494
Personal Development,How To Land the Job You Want (Capstone Project),https://www.classcentral.com/course/coursera-how-to-land-the-job-you-want-capstone-project-5566
Personal Development,Career Options: Exploring a New Career,https://www.classcentral.com/course/coursera-career-options-exploring-a-new-career-7026
Personal Development,The Arts and Science of Relationships: Understanding Human Needs,https://www.classcentral.com/course/coursera-the-arts-and-science-of-relationships-understanding-human-needs-8253
Personal Development,Teamwork Skills: Communicating Effectively in Groups,https://www.classcentral.com/course/coursera-teamwork-skills-communicating-effectively-in-groups-9661
Personal Development,Excel Skills for Business: Essentials,https://www.classcentral.com/course/coursera-excel-skills-for-business-essentials-9638
Personal Development,Excel Skills for Business: Intermediate I,https://www.classcentral.com/course/coursera-excel-skills-for-business-intermediate-i-9640
Personal Development,Excel Skills for Business: Intermediate II,https://www.classcentral.com/course/coursera-excel-skills-for-business-intermediate-ii-9641
Personal Development,Excel aplicado a los negocios (Nivel Avanzado),https://www.classcentral.com/course/coursera-excel-aplicado-a-los-negocios-nivel-avanzado-9571
Personal Development,مقدمة عن التفاوض: دليل استراتيجي لتصبح مُفاوضًا ذا مبادئ ومُقنعًا,https://www.classcentral.com/course/coursera---------------13419
Personal Development,Strategic Career Self-Management,https://www.classcentral.com/course/coursera-strategic-career-self-management-5457
Personal Development,Las estrategias y habilidades para las negociaciones,https://www.classcentral.com/course/coursera-las-estrategias-y-habilidades-para-las-negociaciones-5464
Personal Development,Writing Winning Resumes and Cover Letters,https://www.classcentral.com/course/coursera-writing-winning-resumes-and-cover-letters-5477
Personal Development,Negotiation  Fundamentals,https://www.classcentral.com/course/coursera-negotiation-fundamentals-8089
Personal Development,Психология призвания,https://www.classcentral.com/course/coursera---8557
Personal Development,Mi Primer Empleo (MPE),https://www.classcentral.com/course/coursera-mi-primer-empleo-mpe-9375
Personal Development,Психология коммуникации,https://www.classcentral.com/course/coursera---9931
Personal Development,Translation in Practice,https://www.classcentral.com/course/coursera-translation-in-practice-9775
Personal Development,Aide à la Décision Multicritère,https://www.classcentral.com/course/france-universite-numerique-aide-a-la-decision-multicritere-11002
Personal Development,Engaging in Persuasive and Credible Communication,https://www.classcentral.com/course/coursera-engaging-in-persuasive-and-credible-communication-5538
Personal Development,Introducción al mundo de las negociaciones,https://www.classcentral.com/course/coursera-introduccion-al-mundo-de-las-negociaciones-5483
Personal Development,Interview Research and Preparation,https://www.classcentral.com/course/coursera-interview-research-and-preparation-5465
Humanities,A Life of Happiness and Fulfillment,https://www.classcentral.com/course/coursera-a-life-of-happiness-and-fulfillment-2860
Humanities,Modern & Contemporary American Poetry (“ModPo”),https://www.classcentral.com/course/coursera-modern-contemporary-american-poetry-modpo-356
Humanities,How to Succeed at: Writing Applications,https://www.classcentral.com/course/futurelearn-how-to-succeed-at-writing-applications-2248
Humanities,Introduction to Philosophy,https://www.classcentral.com/course/coursera-introduction-to-philosophy-418
Humanities,Basic Spanish 2: One Step Further,https://www.classcentral.com/course/edx-basic-spanish-2-one-step-further-8672
Humanities,Tsinghua Chinese: Start Talking with 1.3 Billion People,https://www.classcentral.com/course/edx-tsinghua-chinese-start-talking-with-1-3-billion-people-5426
Humanities,HOPE: Human Odyssey to Political Existentialism,https://www.classcentral.com/course/edx-hope-human-odyssey-to-political-existentialism-11584
Humanities,Shakespeare Matters,https://www.classcentral.com/course/edx-shakespeare-matters-8731
Humanities,Moralities of Everyday Life,https://www.classcentral.com/course/coursera-moralities-of-everyday-life-911
Humanities,"The Bible's Prehistory, Purpose, and Political Future",https://www.classcentral.com/course/coursera-the-bible-s-prehistory-purpose-and-political-future-1406
Humanities,Basic Spanish 1: Getting Started,https://www.classcentral.com/course/edx-basic-spanish-1-getting-started-3698
Humanities,Grammar and Punctuation,https://www.classcentral.com/course/coursera-grammar-and-punctuation-4236
Humanities,The Ancient Greeks,https://www.classcentral.com/course/coursera-the-ancient-greeks-502
Humanities,"The Modern World, Part One: Global History from 1760 to 1910",https://www.classcentral.com/course/coursera-the-modern-world-part-one-global-history-from-1760-to-1910-430
Humanities,The Emergence of the Modern Middle East - Part I,https://www.classcentral.com/course/coursera-the-emergence-of-the-modern-middle-east-part-i-976
Humanities,English Grammar and Style,https://www.classcentral.com/course/edx-english-grammar-and-style-2022
Humanities,"Philosophy, Science and Religion: Philosophy and Religion",https://www.classcentral.com/course/coursera-philosophy-science-and-religion-philosophy-and-religion-9085
Humanities,How to Write an Essay,https://www.classcentral.com/course/edx-how-to-write-an-essay-1333
Humanities,The Modern and the Postmodern (Part 1),https://www.classcentral.com/course/coursera-the-modern-and-the-postmodern-part-1-598
Humanities,Introduction to Logic,https://www.classcentral.com/course/coursera-introduction-to-logic-329
Humanities,Comprendere la filosofia,https://www.classcentral.com/course/edx-comprendere-la-filosofia-9240
Humanities,L'Italiano nel mondo,https://www.classcentral.com/course/edx-l-italiano-nel-mondo-9241
Humanities,Chinese for Beginners,https://www.classcentral.com/course/coursera-chinese-for-beginners-2353
Humanities,Perdón y reconciliación: cómo sanar heridas,https://www.classcentral.com/course/edx-perdon-y-reconciliacion-como-sanar-heridas-11475
Humanities,Greek and Roman Mythology,https://www.classcentral.com/course/coursera-greek-and-roman-mythology-353
Humanities,Arab-Islamic History: From Tribes to Empires,https://www.classcentral.com/course/edx-arab-islamic-history-from-tribes-to-empires-9365
Humanities,Patrick Henry: Forgotten Founder,https://www.classcentral.com/course/coursera-patrick-henry-forgotten-founder-8669
Humanities,Magic in the Middle Ages,https://www.classcentral.com/course/coursera-magic-in-the-middle-ages-3477
Humanities,The French Revolution,https://www.classcentral.com/course/coursera-the-french-revolution-1705
Humanities,English Composition I,https://www.classcentral.com/course/coursera-english-composition-i-617
Humanities,The Great Poem Series: Unbinding Prometheus,https://www.classcentral.com/course/openlearning-the-great-poem-series-unbinding-prometheus-2425
Humanities,"Philosophy, Science and Religion: Religion and Science",https://www.classcentral.com/course/coursera-philosophy-science-and-religion-religion-and-science-10623
Humanities,Writing in the Sciences,https://www.classcentral.com/course/stanford-openedx-writing-in-the-sciences-1183
Humanities,Getting Started with Essay Writing,https://www.classcentral.com/course/coursera-getting-started-with-essay-writing-4363
Humanities,Ancient Philosophy: Plato & His Predecessors,https://www.classcentral.com/course/coursera-ancient-philosophy-plato-his-predecessors-5237
Humanities,Creative Writing: The Craft of Plot,https://www.classcentral.com/course/coursera-creative-writing-the-craft-of-plot-5625
Humanities,Writing for Young Readers: Opening the Treasure Chest,https://www.classcentral.com/course/coursera-writing-for-young-readers-opening-the-treasure-chest-3884
Humanities,Start Writing Fiction,https://www.classcentral.com/course/futurelearn-start-writing-fiction-1759
Humanities,La costruzione dell'Italia,https://www.classcentral.com/course/edx-la-costruzione-dell-italia-9245
Humanities,Dante tra poesia e scienza,https://www.classcentral.com/course/edx-dante-tra-poesia-e-scienza-9242
Humanities,The Emergence of the Modern Middle East - Part II,https://www.classcentral.com/course/coursera-the-emergence-of-the-modern-middle-east-part-ii-3204
Humanities,First Step Korean,https://www.classcentral.com/course/coursera-first-step-korean-5730
Humanities,The Kennedy Half Century,https://www.classcentral.com/course/coursera-the-kennedy-half-century-1172
Humanities,Constitutional Struggles in the Muslim World,https://www.classcentral.com/course/coursera-constitutional-struggles-in-the-muslim-world-663
Humanities,"Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",https://www.classcentral.com/course/coursera-soren-kierkegaard-subjectivity-irony-and-the-crisis-of-modernity-667
Humanities,Creative Writing: The Craft of Setting and Description,https://www.classcentral.com/course/coursera-creative-writing-the-craft-of-setting-and-description-5623
Humanities,"Plagues, Witches, and War: The Worlds of Historical Fiction",https://www.classcentral.com/course/coursera-plagues-witches-and-war-the-worlds-of-historical-fiction-1173
Humanities,Sharpened Visions: A Poetry Workshop,https://www.classcentral.com/course/coursera-sharpened-visions-a-poetry-workshop-4185
Humanities,Age of Jefferson,https://www.classcentral.com/course/coursera-age-of-jefferson-1343
Humanities,Ancient Philosophy: Aristotle and His Successors,https://www.classcentral.com/course/coursera-ancient-philosophy-aristotle-and-his-successors-5238
Data Science,R Programming,https://www.classcentral.com/course/coursera-r-programming-1713
Data Science,The Data Scientist’s Toolbox,https://www.classcentral.com/course/coursera-the-data-scientist-s-toolbox-1712
Data Science,The Analytics Edge,https://www.classcentral.com/course/edx-the-analytics-edge-1623
Data Science,Getting and Cleaning Data,https://www.classcentral.com/course/coursera-getting-and-cleaning-data-1714
Data Science,Introduction to Data Science in Python,https://www.classcentral.com/course/coursera-introduction-to-data-science-in-python-6671
Data Science,Exploratory Data Analysis,https://www.classcentral.com/course/coursera-exploratory-data-analysis-1715
Data Science,Python for Data Science,https://www.classcentral.com/course/edx-python-for-data-science-8209
Data Science,Introduction to Big Data,https://www.classcentral.com/course/coursera-introduction-to-big-data-4164
Data Science,Regression Models,https://www.classcentral.com/course/coursera-regression-models-1718
Data Science,Statistical Inference,https://www.classcentral.com/course/coursera-statistical-inference-1717
Data Science,Reproducible Research,https://www.classcentral.com/course/coursera-reproducible-research-1716
Data Science,Introduction to Computational Thinking and Data Science,https://www.classcentral.com/course/edx-introduction-to-computational-thinking-and-data-science-1779
Data Science,Mastering Data Analysis in Excel,https://www.classcentral.com/course/coursera-mastering-data-analysis-in-excel-4310
Data Science,Hadoop Platform and Application Framework,https://www.classcentral.com/course/coursera-hadoop-platform-and-application-framework-4269
Data Science,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,https://www.classcentral.com/course/coursera-digital-analytics-for-marketing-professionals-marketing-analytics-in-practice-2754
Data Science,Introduction to R for Data Science,https://www.classcentral.com/course/edx-introduction-to-r-for-data-science-3928
Data Science,Whole genome sequencing of bacterial genomes - tools and applications,https://www.classcentral.com/course/coursera-whole-genome-sequencing-of-bacterial-genomes-tools-and-applications-8907
Data Science,Pattern Discovery in Data Mining,https://www.classcentral.com/course/coursera-pattern-discovery-in-data-mining-2733
Data Science,Mining Massive Datasets,https://www.classcentral.com/course/stanford-openedx-mining-massive-datasets-2406
Data Science,A Crash Course in Data Science,https://www.classcentral.com/course/coursera-a-crash-course-in-data-science-4392
Data Science,Data Visualization,https://www.classcentral.com/course/coursera-data-visualization-2737
Data Science,Developing Data Products,https://www.classcentral.com/course/coursera-developing-data-products-1720
Data Science,Finding Hidden Messages in DNA (Bioinformatics I),https://www.classcentral.com/course/coursera-finding-hidden-messages-in-dna-bioinformatics-i-3289
Data Science,Algorithms for DNA Sequencing,https://www.classcentral.com/course/coursera-algorithms-for-dna-sequencing-3433
Data Science,Process Mining: Data science in Action,https://www.classcentral.com/course/coursera-process-mining-data-science-in-action-2445
Data Science,Intro to Hadoop and MapReduce,https://www.classcentral.com/course/udacity-intro-to-hadoop-and-mapreduce-1470
Data Science,Statistics and R,https://www.classcentral.com/course/edx-statistics-and-r-2960
Data Science,Introduction to Python for Data Science,https://www.classcentral.com/course/edx-introduction-to-python-for-data-science-5683
Data Science,Data Analysis with R,https://www.classcentral.com/course/udacity-data-analysis-with-r-1478
Data Science,Statistical Thinking for Data Science and Analytics,https://www.classcentral.com/course/edx-statistical-thinking-for-data-science-and-analytics-4913
Data Science,Building a Data Science Team,https://www.classcentral.com/course/coursera-building-a-data-science-team-4391
Data Science,Python for Genomic Data Science,https://www.classcentral.com/course/coursera-python-for-genomic-data-science-3476
Data Science,Genomic Data Science with Galaxy,https://www.classcentral.com/course/coursera-genomic-data-science-with-galaxy-3473
Data Science,Introduction to Genomic Technologies,https://www.classcentral.com/course/coursera-introduction-to-genomic-technologies-3472
Data Science,Data Science in Real Life,https://www.classcentral.com/course/coursera-data-science-in-real-life-4389
Data Science,DCO042 - Python For Informatics,https://www.classcentral.com/course/independent-dco042-python-for-informatics-1010
Data Science,Data Visualization and Communication with Tableau,https://www.classcentral.com/course/coursera-data-visualization-and-communication-with-tableau-4297
Data Science,Text Mining and Analytics,https://www.classcentral.com/course/coursera-text-mining-and-analytics-2736
Data Science,Intro to Data Science,https://www.classcentral.com/course/udacity-intro-to-data-science-1480
Data Science,Explore Statistics with R,https://www.classcentral.com/course/edx-explore-statistics-with-r-1836
Data Science,Intro to Python for Data Science,https://www.classcentral.com/course/datacamp-intro-to-python-for-data-science-7631
Data Science,Data Analysis: Take It to the MAX(),https://www.classcentral.com/course/edx-data-analysis-take-it-to-the-max-2916
Data Science,Analyzing and Visualizing Data with Excel,https://www.classcentral.com/course/edx-analyzing-and-visualizing-data-with-excel-4480
Data Science,Command Line Tools for Genomic Data Science,https://www.classcentral.com/course/coursera-command-line-tools-for-genomic-data-science-3474
Data Science,Introduction to R,https://www.classcentral.com/course/datacamp-introduction-to-r-7630
Data Science,Excel avanzado: importación y análisis de datos,https://www.classcentral.com/course/edx-excel-avanzado-importacion-y-analisis-de-datos-10329
Data Science,Applied Data Science: An Introduction,https://www.classcentral.com/course/open-education-by-blackboard-applied-data-science-an-introduction-1806
Data Science,Data Analysis for Social Scientists,https://www.classcentral.com/course/edx-data-analysis-for-social-scientists-6842
Data Science,Data Analysis Tools,https://www.classcentral.com/course/coursera-data-analysis-tools-4169
Data Science,Aplicando el análisis de datos: casos selectos ,https://www.classcentral.com/course/coursera-aplicando-el-analisis-de-datos-casos-selectos-4660
Business,Marketing in a Digital World,https://www.classcentral.com/course/coursera-marketing-in-a-digital-world-2750
Engineering,Introduction to Engineering Mechanics,https://www.classcentral.com/course/coursera-introduction-to-engineering-mechanics-564
Business,Applied Scrum for Project Management,https://www.classcentral.com/course/edx-applied-scrum-for-project-management-11917
Business,Introduction to Marketing,https://www.classcentral.com/course/coursera-introduction-to-marketing-1137
Business,Introduction to Financial Accounting,https://www.classcentral.com/course/coursera-introduction-to-financial-accounting-769
Business,Excel: Fundamentos y herramientas,https://www.classcentral.com/course/edx-excel-fundamentos-y-herramientas-2962
Business,Preparing to Manage Human Resources,https://www.classcentral.com/course/coursera-preparing-to-manage-human-resources-5462
Business,Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,https://www.classcentral.com/course/coursera-developing-innovative-ideas-for-new-companies-the-first-step-in-entrepreneurship-840
Business,Digital Analytics for Marketing Professionals: Marketing Analytics in Theory,https://www.classcentral.com/course/coursera-digital-analytics-for-marketing-professionals-marketing-analytics-in-theory-2753
Business,Estadística Aplicada a los Negocios,https://www.classcentral.com/course/edx-estadistica-aplicada-a-los-negocios-10270
Business,Critical Perspectives on Management,https://www.classcentral.com/course/coursera-critical-perspectives-on-management-714
Business,Introduction to Operations Management,https://www.classcentral.com/course/coursera-introduction-to-operations-management-372
Business,Introducción a la inversión bursátil,https://www.classcentral.com/course/edx-introduccion-a-la-inversion-bursatil-5316
Business,Financial Markets,https://www.classcentral.com/course/coursera-financial-markets-912
Business,Introducción a la gestión de proyectos,https://www.classcentral.com/course/edx-introduccion-a-la-gestion-de-proyectos-4870
Business,Fundamentals of Project Planning and Management,https://www.classcentral.com/course/coursera-fundamentals-of-project-planning-and-management-3292
Business,Project Management: The Basics for Success,https://www.classcentral.com/course/coursera-project-management-the-basics-for-success-2782
Business,Foundations of Business Strategy,https://www.classcentral.com/course/coursera-foundations-of-business-strategy-546
Business,Agile Leadership Principles,https://www.classcentral.com/course/edx-agile-leadership-principles-11920
Business,Competitive Strategy,https://www.classcentral.com/course/coursera-competitive-strategy-706
Business,Planning for Monitoring and Evaluation,https://www.classcentral.com/course/independent-planning-for-monitoring-and-evaluation-11965
Business,Initiating and Planning Projects,https://www.classcentral.com/course/coursera-initiating-and-planning-projects-2728
Business,Inspiring Leadership through Emotional Intelligence,https://www.classcentral.com/course/coursera-inspiring-leadership-through-emotional-intelligence-710
Business,Business Strategy,https://www.classcentral.com/course/coursera-business-strategy-5242
Business,Becoming a changemaker: Introduction to Social Innovation,https://www.classcentral.com/course/coursera-becoming-a-changemaker-introduction-to-social-innovation-6655
Engineering,Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,https://www.classcentral.com/course/coursera-mechanics-of-materials-i-fundamentals-of-stress-strain-and-axial-loading-5031
Engineering,Cartography,https://www.classcentral.com/course/independent-cartography-8812
Engineering,Applications in Engineering Mechanics,https://www.classcentral.com/course/coursera-applications-in-engineering-mechanics-1148
Engineering,Matrix Algebra for Engineers,https://www.classcentral.com/course/coursera-matrix-algebra-for-engineers-11986
Engineering,Intro to Permaculture Design,https://www.classcentral.com/course/canvas-network-intro-to-permaculture-design-5958
Engineering,Artificial Intelligence for Robotics,https://www.classcentral.com/course/udacity-artificial-intelligence-for-robotics-319
Engineering,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://www.classcentral.com/course/coursera-mechanics-of-materials-ii-thin-walled-pressure-vessels-and-torsion-5385
Engineering,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,https://www.classcentral.com/course/coursera-advanced-engineering-systems-in-motion-dynamics-of-three-dimensional-3d-motion-2064
Engineering,The 3D Printing Revolution,https://www.classcentral.com/course/coursera-the-3d-printing-revolution-5991
Engineering,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,https://www.classcentral.com/course/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion-7788
Engineering,"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",https://www.classcentral.com/course/coursera-mechanics-of-materials-iv-deflections-buckling-combined-loading-failure-theories-6188
Engineering,Earth Imagery at Work,https://www.classcentral.com/course/independent-earth-imagery-at-work-7988
Engineering,Control of Mobile Robots,https://www.classcentral.com/course/coursera-control-of-mobile-robots-404
Engineering,Mechanics of Materials III: Beam Bending,https://www.classcentral.com/course/coursera-mechanics-of-materials-iii-beam-bending-6184
Engineering,Circuits and Electronics 1: Basic Circuit Analysis,https://www.classcentral.com/course/edx-circuits-and-electronics-1-basic-circuit-analysis-4579
Engineering,The Art of Structural Engineering: Vaults,https://www.classcentral.com/course/edx-the-art-of-structural-engineering-vaults-12040
Engineering,Embedded Systems - Shape The World: Microcontroller Input/Output,https://www.classcentral.com/course/edx-embedded-systems-shape-the-world-microcontroller-input-output-1484
Engineering,Fundamentals of GIS,https://www.classcentral.com/course/coursera-fundamentals-of-gis-5489
Engineering,Robotics: Aerial Robotics,https://www.classcentral.com/course/coursera-robotics-aerial-robotics-5025
Engineering,Introdução ao Controle Moderno,https://www.classcentral.com/course/coursera-introducao-ao-controle-moderno-8482
Engineering,Maps and the Geospatial Revolution,https://www.classcentral.com/course/coursera-maps-and-the-geospatial-revolution-676
Engineering,Building a Future with Robots,https://www.classcentral.com/course/futurelearn-building-a-future-with-robots-6721
Engineering,Autonomous Navigation for Flying Robots,https://www.classcentral.com/course/edx-autonomous-navigation-for-flying-robots-1911
Engineering,Introducción a los encofrados y las cimbras en obra civil y edificación,https://www.classcentral.com/course/edx-introduccion-a-los-encofrados-y-las-cimbras-en-obra-civil-y-edificacion-11880
Engineering,Hydraulique fluviale 1 - Écoulements à surface libre,https://www.classcentral.com/course/edx-hydraulique-fluviale-1-ecoulements-a-surface-libre-8524
Engineering,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,https://www.classcentral.com/course/edx-introduction-to-aerospace-engineering-astronautics-and-human-spaceflight-3042
Engineering,Digital Signal Processing,https://www.classcentral.com/course/coursera-digital-signal-processing-423
Engineering,Introduction to Systems Engineering,https://www.classcentral.com/course/coursera-introduction-to-systems-engineering-1381
Engineering,Análisis de Sistemas de Transporte,https://www.classcentral.com/course/coursera-analisis-de-sistemas-de-transporte-4728
Engineering,"Nanotechnology and Nanosensors, Part1",https://www.classcentral.com/course/coursera-nanotechnology-and-nanosensors-part1-5200
Engineering,Controle de Sistemas no Plano-s,https://www.classcentral.com/course/coursera-controle-de-sistemas-no-plano-s-6242
Engineering,Wind resources for renewable energies,https://www.classcentral.com/course/coursera-wind-resources-for-renewable-energies-8431
Engineering,Industrial Biotechnology,https://www.classcentral.com/course/coursera-industrial-biotechnology-8886
Engineering,Введение в механику деформируемого твёрдого тела (Introduction to the mechanics of deformable solids),https://www.classcentral.com/course/coursera-------introduction-to-the-mechanics-of-deformable-solids-9658
Computer Science,Machine Learning,https://www.classcentral.com/course/coursera-machine-learning-835
Business,How to Build a Startup,https://www.classcentral.com/course/udacity-how-to-build-a-startup-461
Business,Lean Production,https://www.classcentral.com/course/edx-lean-production-8447
Business,Marketing Digital: Content & Community Manager,https://www.classcentral.com/course/edx-marketing-digital-content-community-manager-10386
Business,Customer Analytics,https://www.classcentral.com/course/coursera-customer-analytics-4353
Business,Viral Marketing and How to Craft Contagious Content,https://www.classcentral.com/course/coursera-viral-marketing-and-how-to-craft-contagious-content-5034
Business,On Strategy : What Managers Can Learn from Philosophy - PART 1,https://www.classcentral.com/course/coursera-on-strategy-what-managers-can-learn-from-philosophy-part-1-1312
Business,Introduction to Corporate Finance,https://www.classcentral.com/course/coursera-introduction-to-corporate-finance-625
Business,Protecting Business Innovations via Patent,https://www.classcentral.com/course/coursera-protecting-business-innovations-via-patent-10382
Business,Results-Based Project Management: Monitoring and Evaluation,https://www.classcentral.com/course/edx-results-based-project-management-monitoring-and-evaluation-6480
Business,Project Management for Business Professionals,https://www.classcentral.com/course/canvas-network-project-management-for-business-professionals-962
Business,Six Sigma: Define and Measure,https://www.classcentral.com/course/edx-six-sigma-define-and-measure-8450
Business,Protecting Business Innovations via Trademark,https://www.classcentral.com/course/coursera-protecting-business-innovations-via-trademark-10038
Business,Finance for Non-Financial Professionals,https://www.classcentral.com/course/coursera-finance-for-non-financial-professionals-2726
Business,What is Social?,https://www.classcentral.com/course/coursera-what-is-social-4205
Business,International Leadership and Organizational Behavior,https://www.classcentral.com/course/coursera-international-leadership-and-organizational-behavior-1371
