subject,course_title,abs_course_url
Business,New Models of Business in Society,https://www.classcentral.com/course/coursera-new-models-of-business-in-society-648
Business,Herramientas de la Inteligencia de Negocios,https://www.classcentral.com/course/edx-herramientas-de-la-inteligencia-de-negocios-10281
Business,Budgeting and Scheduling Projects,https://www.classcentral.com/course/coursera-budgeting-and-scheduling-projects-2729
Business,An Introduction to Consumer Neuroscience & Neuromarketing ,https://www.classcentral.com/course/coursera-an-introduction-to-consumer-neuroscience-neuromarketing-1395
Business,The Science of Success: What Researchers Know that You Should Know,https://www.classcentral.com/course/coursera-the-science-of-success-what-researchers-know-that-you-should-know-8087
Business,Fundamentals of Management,https://www.classcentral.com/course/coursera-fundamentals-of-management-2720
Business,Leadership Toolkit for Managers,https://www.classcentral.com/course/coursera-leadership-toolkit-for-managers-4209
Business,Certificate Program in Public Procurement,https://www.classcentral.com/course/independent-certificate-program-in-public-procurement-2982
Business,"Managerial Accounting: Cost Behaviors, Systems, and Analysis",https://www.classcentral.com/course/coursera-managerial-accounting-cost-behaviors-systems-and-analysis-2751
Business,Forensic Accounting and Fraud Examination,https://www.classcentral.com/course/coursera-forensic-accounting-and-fraud-examination-2465
Business,Project Management Basics,https://www.classcentral.com/course/open-education-by-blackboard-project-management-basics-794
Engineering,Battery State-of-Charge (SOC) Estimation,https://www.classcentral.com/course/coursera-battery-state-of-charge-soc-estimation-12082
Engineering,التقانة والمستشعرات النانوية - الجزء الثاني,https://www.classcentral.com/course/coursera------5452
Engineering,Geospatial and Environmental Analysis,https://www.classcentral.com/course/coursera-geospatial-and-environmental-analysis-5584
Engineering,"Modern Robotics, Course 1:  Foundations of Robot Motion",https://www.classcentral.com/course/coursera-modern-robotics-course-1-foundations-of-robot-motion-10632
Engineering, FPGA computing systems: Background knowledge and introductory materials,https://www.classcentral.com/course/coursera-fpga-computing-systems-background-knowledge-and-introductory-materials-10673
Engineering,Sensors and Sensor Circuit Design,https://www.classcentral.com/course/coursera-sensors-and-sensor-circuit-design-12049
Engineering,First Order Optical System Design,https://www.classcentral.com/course/coursera-first-order-optical-system-design-11799
Engineering,Battery Pack Balancing and Power Estimation,https://www.classcentral.com/course/coursera-battery-pack-balancing-and-power-estimation-12079
Engineering,Introduction to battery-management systems,https://www.classcentral.com/course/coursera-introduction-to-battery-management-systems-12083
Engineering,Equivalent Circuit Cell Model Simulation,https://www.classcentral.com/course/coursera-equivalent-circuit-cell-model-simulation-12084
Engineering,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",https://www.classcentral.com/course/coursera-computers-waves-simulations-a-practical-introduction-to-numerical-methods-using-python-13150
Engineering,Municipal Solid Waste Management in Developing Countries,https://www.classcentral.com/course/coursera-municipal-solid-waste-management-in-developing-countries-4080
Engineering,Controle Usando a Resposta em Frequência,https://www.classcentral.com/course/coursera-controle-usando-a-resposta-em-frequencia-6179
Engineering,Intelligent Machining,https://www.classcentral.com/course/coursera-intelligent-machining-8295
Engineering,Cyber Security in Manufacturing  ,https://www.classcentral.com/course/coursera-cyber-security-in-manufacturing-8308
Computer Science,Introduction to Computer Science and Programming Using Python,https://www.classcentral.com/course/edx-introduction-to-computer-science-and-programming-using-python-1341
Computer Science,Elements of AI,https://www.classcentral.com/course/independent-elements-of-ai-12469
Computer Science,CS50's Introduction to Computer Science,https://www.classcentral.com/course/edx-cs50-s-introduction-to-computer-science-442
Computer Science,Machine Learning for Musicians and Artists,https://www.classcentral.com/course/kadenze-machine-learning-for-musicians-and-artists-3768
Computer Science,Intro to Computer Science,https://www.classcentral.com/course/udacity-intro-to-computer-science-320
Computer Science,Functional Programming Principles in Scala,https://www.classcentral.com/course/coursera-functional-programming-principles-in-scala-422
Computer Science,"Algorithms, Part I",https://www.classcentral.com/course/coursera-algorithms-part-i-339
Computer Science,Cryptography I,https://www.classcentral.com/course/coursera-cryptography-i-616
Computer Science,Intro to Deep Learning,https://www.classcentral.com/course/udacity-intro-to-deep-learning-5681
Computer Science,How to Use Git and GitHub,https://www.classcentral.com/course/udacity-how-to-use-git-and-github-2661
Computer Science,Functional Program Design in Scala,https://www.classcentral.com/course/coursera-functional-program-design-in-scala-1186
Computer Science,Creative Applications of Deep Learning with TensorFlow,https://www.classcentral.com/course/kadenze-creative-applications-of-deep-learning-with-tensorflow-6679
Computer Science,Machine Learning Foundations: A Case Study Approach,https://www.classcentral.com/course/coursera-machine-learning-foundations-a-case-study-approach-4352
Computer Science,"Internet History, Technology, and Security",https://www.classcentral.com/course/coursera-internet-history-technology-and-security-335
Computer Science,Introduction to Linux,https://www.classcentral.com/course/edx-introduction-to-linux-1857
Computer Science,Principles of Computing (Part 1),https://www.classcentral.com/course/coursera-principles-of-computing-part-1-1724
Computer Science,CS188.1x: Artificial Intelligence,https://www.classcentral.com/course/edx-cs188-1x-artificial-intelligence-445
Computer Science,Software Security ,https://www.classcentral.com/course/coursera-software-security-1728
Computer Science,Practical Machine Learning,https://www.classcentral.com/course/coursera-practical-machine-learning-1719
Computer Science,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),https://www.classcentral.com/course/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course-3234
Computer Science,Algorithmic Toolbox,https://www.classcentral.com/course/coursera-algorithmic-toolbox-5471
Computer Science,"Algorithms, Part II",https://www.classcentral.com/course/coursera-algorithms-part-ii-340
Computer Science,"Cloud Computing Concepts, Part 1",https://www.classcentral.com/course/coursera-cloud-computing-concepts-part-1-2717
Computer Science,Introduction to Artificial Intelligence,https://www.classcentral.com/course/udacity-introduction-to-artificial-intelligence-301
Computer Science,Machine Learning: Regression,https://www.classcentral.com/course/coursera-machine-learning-regression-4289
Computer Science,Principles of Computing (Part 2),https://www.classcentral.com/course/coursera-principles-of-computing-part-2-3198
Computer Science,Bitcoin and Cryptocurrency Technologies,https://www.classcentral.com/course/coursera-bitcoin-and-cryptocurrency-technologies-3655
Computer Science,Neural Networks and Deep Learning,https://www.classcentral.com/course/coursera-neural-networks-and-deep-learning-9058
Computer Science,Automata Theory,https://www.classcentral.com/course/stanford-openedx-automata-theory-376
Computer Science,Algorithmic Thinking (Part 1),https://www.classcentral.com/course/coursera-algorithmic-thinking-part-1-1725
Computer Science,Probabilistic Graphical Models 1: Representation,https://www.classcentral.com/course/coursera-probabilistic-graphical-models-1-representation-309
Computer Science,Intro to Machine Learning,https://www.classcentral.com/course/udacity-intro-to-machine-learning-2996
Computer Science,FinTech Foundations and Overview,https://www.classcentral.com/course/coursera-fintech-foundations-and-overview-11193
Computer Science,Text Retrieval and Search Engines,https://www.classcentral.com/course/coursera-text-retrieval-and-search-engines-2734
Computer Science,Machine Learning With Big Data,https://www.classcentral.com/course/coursera-machine-learning-with-big-data-4238
Computer Science,Introduction to Cyber Security,https://www.classcentral.com/course/futurelearn-introduction-to-cyber-security-2448
Computer Science,The Nature of Code,https://www.classcentral.com/course/kadenze-the-nature-of-code-3777
Computer Science,Discrete Optimization,https://www.classcentral.com/course/coursera-discrete-optimization-487
Computer Science,The Arduino Platform and C Programming,https://www.classcentral.com/course/coursera-the-arduino-platform-and-c-programming-4206
Computer Science,Computer Science 101,https://www.classcentral.com/course/stanford-openedx-computer-science-101-2175
Computer Science,Web Security Fundamentals,https://www.classcentral.com/course/edx-web-security-fundamentals-8726
Computer Science,Hardware Security,https://www.classcentral.com/course/coursera-hardware-security-1729
Computer Science,Introduction to the Internet of Things and Embedded Systems,https://www.classcentral.com/course/coursera-introduction-to-the-internet-of-things-and-embedded-systems-4338
Computer Science,Machine Learning for Trading,https://www.classcentral.com/course/udacity-machine-learning-for-trading-1026
Computer Science,Machine Learning for Data Science and Analytics,https://www.classcentral.com/course/edx-machine-learning-for-data-science-and-analytics-4912
Computer Science,Cybersecurity Fundamentals,https://www.classcentral.com/course/edx-cybersecurity-fundamentals-7844
Computer Science,Algorithmic Thinking (Part 2),https://www.classcentral.com/course/coursera-algorithmic-thinking-part-2-3200
Computer Science,Usable Security,https://www.classcentral.com/course/coursera-usable-security-1727
Computer Science,Design of Computer Programs,https://www.classcentral.com/course/udacity-design-of-computer-programs-323
Art & Design,Gamification,https://www.classcentral.com/course/coursera-gamification-343
Art & Design,Introduction to Real-Time Audio Programming in ChucK,https://www.classcentral.com/course/kadenze-introduction-to-real-time-audio-programming-in-chuck-3749
Art & Design,Sound Production in Ableton Live for Musicians and Artists,https://www.classcentral.com/course/kadenze-sound-production-in-ableton-live-for-musicians-and-artists-3765
Art & Design,Songwriting: Writing the Lyrics,https://www.classcentral.com/course/coursera-songwriting-writing-the-lyrics-523
Art & Design,Fundamentals of Graphic Design,https://www.classcentral.com/course/coursera-fundamentals-of-graphic-design-4792
Art & Design,Developing Your Musicianship,https://www.classcentral.com/course/coursera-developing-your-musicianship-1726
Art & Design,Programming Max: Structuring Interactive Software for Digital Arts,https://www.classcentral.com/course/kadenze-programming-max-structuring-interactive-software-for-digital-arts-6411
Art & Design,Introduction to Graphic Illustration,https://www.classcentral.com/course/kadenze-introduction-to-graphic-illustration-3773
Art & Design,Design: Creation of Artifacts in Society,https://www.classcentral.com/course/coursera-design-creation-of-artifacts-in-society-371
Art & Design,Guitar for Beginners,https://www.classcentral.com/course/coursera-guitar-for-beginners-522
Art & Design,Introduction to Classical Music,https://www.classcentral.com/course/coursera-introduction-to-classical-music-2987
Art & Design,The Music of the Beatles,https://www.classcentral.com/course/coursera-the-music-of-the-beatles-1135
Art & Design,"History of Rock, Part One",https://www.classcentral.com/course/coursera-history-of-rock-part-one-690
Art & Design,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",https://www.classcentral.com/course/coursera-film-images-historical-interpretation-in-the-20th-century-the-camera-never-lies-542
Art & Design,Introduction to Game Design,https://www.classcentral.com/course/coursera-introduction-to-game-design-4220
Art & Design,Roman Architecture,https://www.classcentral.com/course/coursera-roman-architecture-910
Art & Design,Fundamentals of Music Theory,https://www.classcentral.com/course/coursera-fundamentals-of-music-theory-1358
Art & Design,Exploring Beethoven’s Piano Sonatas,https://www.classcentral.com/course/coursera-exploring-beethoven-s-piano-sonatas-730
Art & Design,Comics: Art in Relationship,https://www.classcentral.com/course/kadenze-comics-art-in-relationship-3775
Art & Design,Introduction to Typography,https://www.classcentral.com/course/coursera-introduction-to-typography-5444
Art & Design,Intro to the Design of Everyday Things,https://www.classcentral.com/course/udacity-intro-to-the-design-of-everyday-things-1044
Art & Design,A Global History of Architecture,https://www.classcentral.com/course/edx-a-global-history-of-architecture-928
Art & Design,Radio para internet con Podcast: creación y conceptos básicos,https://www.classcentral.com/course/edx-radio-para-internet-con-podcast-creacion-y-conceptos-basicos-11824
Art & Design,Sound Synthesis Using Reaktor,https://www.classcentral.com/course/kadenze-sound-synthesis-using-reaktor-3766
Art & Design,Sustainability in Architecture: An Interdisciplinary Introduction,https://www.classcentral.com/course/edx-sustainability-in-architecture-an-interdisciplinary-introduction-11438
Art & Design,Introduction to Graphic Design History,https://www.classcentral.com/course/kadenze-introduction-to-graphic-design-history-5892
Art & Design,Scandinavian Film and Television,https://www.classcentral.com/course/coursera-scandinavian-film-and-television-665
Art & Design,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",https://www.classcentral.com/course/coursera-transmedia-storytelling-narrative-worlds-emerging-technologies-and-global-audiences-7173
Art & Design,Building Your Career in Music: Developing A Brand and Funding Your Music,https://www.classcentral.com/course/coursera-building-your-career-in-music-developing-a-brand-and-funding-your-music-9576
Art & Design,Usos Didácticos del Cine: Introducción al Análisis,https://www.classcentral.com/course/coursera-usos-didacticos-del-cine-introduccion-al-analisis-9996
Art & Design,Understanding User Needs,https://www.classcentral.com/course/coursera-understanding-user-needs-12352
Art & Design,Grabación y postproducción musical dentro y fuera del estudio,https://www.classcentral.com/course/coursera-grabacion-y-postproduccion-musical-dentro-y-fuera-del-estudio-12415
Art & Design,Audio digital con Pure Data,https://www.classcentral.com/course/coursera-audio-digital-con-pure-data-12422
Art & Design,Web Design: Wireframes to Prototypes,https://www.classcentral.com/course/coursera-web-design-wireframes-to-prototypes-12101
Art & Design,Innovar,https://www.classcentral.com/course/coursera-innovar-4818
Art & Design,Music and Social Action,https://www.classcentral.com/course/coursera-music-and-social-action-5842
Art & Design,Prototyping and Design,https://www.classcentral.com/course/coursera-prototyping-and-design-6932
Art & Design,Art & Ideas: Teaching with Themes,https://www.classcentral.com/course/coursera-art-ideas-teaching-with-themes-6996
Art & Design,Exploring Beethoven’s Piano Sonatas Part 2,https://www.classcentral.com/course/coursera-exploring-beethoven-s-piano-sonatas-part-2-7773
Art & Design,The Cycle: Management of Successful Arts and Cultural Organizations,https://www.classcentral.com/course/coursera-the-cycle-management-of-successful-arts-and-cultural-organizations-7748
Art & Design,Getting Started With Music Theory,https://www.classcentral.com/course/coursera-getting-started-with-music-theory-8026
Art & Design,Дизайн-методология: управление вдохновением (Design-methodology. Inspiration management),https://www.classcentral.com/course/coursera-----design-methodology-inspiration-management-9343
Art & Design,Digital Skills: User Experience,https://www.classcentral.com/course/futurelearn-digital-skills-user-experience-9780
Art & Design,UX / UI: Fundamentos para o design de interface,https://www.classcentral.com/course/coursera-ux-ui-fundamentos-para-o-design-de-interface-10705
Art & Design,Основы фотографии,https://www.classcentral.com/course/coursera---12090
Art & Design,Integrating Scripts for Scene Interactions,https://www.classcentral.com/course/coursera-integrating-scripts-for-scene-interactions-12379
Art & Design,Fundamentals of Digital Image and Video Processing,https://www.classcentral.com/course/coursera-fundamentals-of-digital-image-and-video-processing-724
Art & Design,User Experience: Research & Prototyping,https://www.classcentral.com/course/coursera-user-experience-research-prototyping-2788
Art & Design,Design Thinking,https://www.classcentral.com/course/coursera-design-thinking-4842
Art & Design,Brand New Brand,https://www.classcentral.com/course/coursera-brand-new-brand-5614
Science,Mountains 101,https://www.classcentral.com/course/coursera-mountains-101-7455
Science,Introduction to Complexity,https://www.classcentral.com/course/complexity-explorer-introduction-to-complexity-557
Science,Forensic Facial Reconstruction: Finding Mr. X,https://www.classcentral.com/course/futurelearn-forensic-facial-reconstruction-finding-mr-x-7641
Science,Quantum Mechanics for Everyone,https://www.classcentral.com/course/edx-quantum-mechanics-for-everyone-8284
Science,The Science of Everyday Thinking,https://www.classcentral.com/course/edx-the-science-of-everyday-thinking-1332
Science,The Science of the Solar System,https://www.classcentral.com/course/coursera-the-science-of-the-solar-system-1813
Science,Medical Neuroscience,https://www.classcentral.com/course/coursera-medical-neuroscience-384
Science,Astrobiology and the Search for Extraterrestrial Life,https://www.classcentral.com/course/coursera-astrobiology-and-the-search-for-extraterrestrial-life-415
Science,Dino 101: Dinosaur Paleobiology,https://www.classcentral.com/course/coursera-dino-101-dinosaur-paleobiology-1057
Science,Introduction to Biology - The Secret of Life,https://www.classcentral.com/course/edx-introduction-to-biology-the-secret-of-life-637
Science,Introduction to Genetics and Evolution,https://www.classcentral.com/course/coursera-introduction-to-genetics-and-evolution-381
Science,How Things Work: An Introduction to Physics,https://www.classcentral.com/course/coursera-how-things-work-an-introduction-to-physics-431
Science,Introductory Human Physiology,https://www.classcentral.com/course/coursera-introductory-human-physiology-380
Science,Understanding the Brain: The Neurobiology of Everyday Life,https://www.classcentral.com/course/coursera-understanding-the-brain-the-neurobiology-of-everyday-life-1606
Science,Anatomy: Know Your Abdomen,https://www.classcentral.com/course/futurelearn-anatomy-know-your-abdomen-5008
Science,Understanding Einstein: The Special Theory of Relativity,https://www.classcentral.com/course/coursera-understanding-einstein-the-special-theory-of-relativity-765
Science,Dog Emotion and Cognition,https://www.classcentral.com/course/coursera-dog-emotion-and-cognition-3627
Science,From the Big Bang to Dark Energy,https://www.classcentral.com/course/coursera-from-the-big-bang-to-dark-energy-722
Science,Zoologia,https://www.classcentral.com/course/edx-zoologia-11407
Science,The Brain and Space,https://www.classcentral.com/course/coursera-the-brain-and-space-1362
Science,Astronomy: Exploring Time and Space,https://www.classcentral.com/course/coursera-astronomy-exploring-time-and-space-3007
Science,Genes and the Human Condition (From Behavior to Biotechnology),https://www.classcentral.com/course/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology-597
Science,Animal Behaviour and Welfare,https://www.classcentral.com/course/coursera-animal-behaviour-and-welfare-1357
Science,Intro to Physics,https://www.classcentral.com/course/udacity-intro-to-physics-363
Science,The Bilingual Brain,https://www.classcentral.com/course/coursera-the-bilingual-brain-2667
Science,Introduction to Physical Chemistry,https://www.classcentral.com/course/coursera-introduction-to-physical-chemistry-1456
Science,Greatest Unsolved Mysteries of the Universe,https://www.classcentral.com/course/edx-greatest-unsolved-mysteries-of-the-universe-1598
Science,"Synapses, Neurons and Brains ",https://www.classcentral.com/course/coursera-synapses-neurons-and-brains-504
Science,AstroTech: The Science and Technology behind Astronomical Discovery,https://www.classcentral.com/course/coursera-astrotech-the-science-and-technology-behind-astronomical-discovery-1360
Science,Best Practices for Biomedical Research Data Management,https://www.classcentral.com/course/canvas-network-best-practices-for-biomedical-research-data-management-10172
Science,Gut Check: Exploring Your Microbiome,https://www.classcentral.com/course/coursera-gut-check-exploring-your-microbiome-2305
Science,Climate Change Mitigation in Developing Countries,https://www.classcentral.com/course/coursera-climate-change-mitigation-in-developing-countries-5054
Science,The Science of Gastronomy,https://www.classcentral.com/course/coursera-the-science-of-gastronomy-519
Science,Introduction to Forensic Science,https://www.classcentral.com/course/coursera-introduction-to-forensic-science-1264
Science,Epigenetic Control of Gene Expression,https://www.classcentral.com/course/coursera-epigenetic-control-of-gene-expression-486
Science,Global Warming I: The Science and Modeling of Climate Change,https://www.classcentral.com/course/coursera-global-warming-i-the-science-and-modeling-of-climate-change-1151
Science,Energy 101: The Big Picture,https://www.classcentral.com/course/coursera-energy-101-the-big-picture-405
Science,Physics-Based Sound Synthesis for Games and Interactive Systems,https://www.classcentral.com/course/kadenze-physics-based-sound-synthesis-for-games-and-interactive-systems-3763
Science,Massive Open Online Course on Marine Litter,https://www.classcentral.com/course/independent-massive-open-online-course-on-marine-litter-4824
Science,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.classcentral.com/course/edx-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron-942
Science,Molecular Biology - Part 1: DNA Replication and Repair,https://www.classcentral.com/course/edx-molecular-biology-part-1-dna-replication-and-repair-2907
Science,Quantum Mechanics: 1D Scattering and Central Potentials,https://www.classcentral.com/course/edx-quantum-mechanics-1d-scattering-and-central-potentials-8769
Science,Science & Cooking: From Haute Cuisine to Soft Matter Science (part 1),https://www.classcentral.com/course/edx-science-cooking-from-haute-cuisine-to-soft-matter-science-part-1-811
Science,Understanding Plants - Part I: What a Plant Knows,https://www.classcentral.com/course/coursera-understanding-plants-part-i-what-a-plant-knows-975
Science,Astrophysics: Exploring Exoplanets,https://www.classcentral.com/course/edx-astrophysics-exploring-exoplanets-1635
Science,Astrophysics: Cosmology,https://www.classcentral.com/course/edx-astrophysics-cosmology-3031
Science,Climate Change Science and Negotiations,https://www.classcentral.com/course/edx-climate-change-science-and-negotiations-2484
Science,Introducción a la Estructura de la Materia,https://www.classcentral.com/course/edx-introduccion-a-la-estructura-de-la-materia-3066
Science,Greening the Economy: Lessons from Scandinavia,https://www.classcentral.com/course/coursera-greening-the-economy-lessons-from-scandinavia-2167
Science,普通物理學-電磁學、光學及近代物理 (General Physics (1)),https://www.classcentral.com/course/coursera----general-physics-1-2714
Programming,Programming for Everybody (Getting Started with Python),https://www.classcentral.com/course/coursera-programming-for-everybody-getting-started-with-python-4319
Programming,An Introduction to Interactive Programming in Python (Part 1),https://www.classcentral.com/course/coursera-an-introduction-to-interactive-programming-in-python-part-1-408
Programming,Python Data Structures,https://www.classcentral.com/course/coursera-python-data-structures-4174
Programming,Using Python to Access Web Data,https://www.classcentral.com/course/coursera-using-python-to-access-web-data-4343
Programming,Using Databases with Python,https://www.classcentral.com/course/coursera-using-databases-with-python-4272
Programming,Introduction to Programming with MATLAB,https://www.classcentral.com/course/coursera-introduction-to-programming-with-matlab-3396
Programming,Learn to Program: The Fundamentals,https://www.classcentral.com/course/coursera-learn-to-program-the-fundamentals-385
Programming,Ruby on Rails: An Introduction,https://www.classcentral.com/course/coursera-ruby-on-rails-an-introduction-4258
Programming,An Introduction to Interactive Programming in Python (Part 2),https://www.classcentral.com/course/coursera-an-introduction-to-interactive-programming-in-python-part-2-3196
Programming,Introduction to HTML5,https://www.classcentral.com/course/coursera-introduction-to-html5-4307
Programming,Functional Program Design in Scala,https://www.classcentral.com/course/coursera-functional-program-design-in-scala-1186
Programming,Programming Mobile Applications for Android Handheld Systems: Part 1,https://www.classcentral.com/course/coursera-programming-mobile-applications-for-android-handheld-systems-part-1-1178
Programming,Intro to HTML and CSS,https://www.classcentral.com/course/udacity-intro-to-html-and-css-2659
Programming,"Responsive Website Basics: Code with HTML, CSS, and JavaScript ",https://www.classcentral.com/course/coursera-responsive-website-basics-code-with-html-css-and-javascript-4191
Programming,Introduction to VBA/Excel Programming,https://www.classcentral.com/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797
Programming,Computing in Python I: Fundamentals and Procedural Programming,https://www.classcentral.com/course/edx-computing-in-python-i-fundamentals-and-procedural-programming-11469
Programming,"C++ For C Programmers, Part A",https://www.classcentral.com/course/coursera-c-for-c-programmers-part-a-671
Programming,"Programming Languages, Part A",https://www.classcentral.com/course/coursera-programming-languages-part-a-452
Programming,Android Development for Beginners,https://www.classcentral.com/course/udacity-android-development-for-beginners-3579
Programming,Python and Statistics for Financial Analysis,https://www.classcentral.com/course/coursera-python-and-statistics-for-financial-analysis-12648
Programming,JavaScript Basics,https://www.classcentral.com/course/udacity-javascript-basics-2660
Programming,Agile Development Using Ruby on Rails - The Basics,https://www.classcentral.com/course/edx-agile-development-using-ruby-on-rails-the-basics-443
Programming,Java Programming: Solving Problems with Software,https://www.classcentral.com/course/coursera-java-programming-solving-problems-with-software-4305
Programming,Computing in Python II: Control Structures,https://www.classcentral.com/course/edx-computing-in-python-ii-control-structures-11470
Programming,Introduction to CSS3,https://www.classcentral.com/course/coursera-introduction-to-css3-4294
Programming,Object Oriented Programming in Java,https://www.classcentral.com/course/coursera-object-oriented-programming-in-java-4212
Programming,"HTML, CSS, and Javascript for Web Developers",https://www.classcentral.com/course/coursera-html-css-and-javascript-for-web-developers-4270
Programming,Introducción a la programación orientada a objetos en Java,https://www.classcentral.com/course/coursera-introduccion-a-la-programacion-orientada-a-objetos-en-java-9065
Programming,Python for Everybody - Exploring Information,https://www.classcentral.com/course/independent-python-for-everybody-exploring-information-7363
Programming,Responsive Web Design,https://www.classcentral.com/course/coursera-responsive-web-design-4200
Programming,Introduction to Game Development,https://www.classcentral.com/course/coursera-introduction-to-game-development-4275
Programming,Interactivity with JavaScript,https://www.classcentral.com/course/coursera-interactivity-with-javascript-4295
Programming,Creative Programming for Digital Media & Mobile Apps,https://www.classcentral.com/course/coursera-creative-programming-for-digital-media-mobile-apps-529
Programming,Programming Mobile Applications for Android Handheld Systems: Part 2,https://www.classcentral.com/course/coursera-programming-mobile-applications-for-android-handheld-systems-part-2-3076
Programming,"Programming Foundations with JavaScript, HTML and CSS",https://www.classcentral.com/course/coursera-programming-foundations-with-javascript-html-and-css-4256
Programming,Developing Android Apps,https://www.classcentral.com/course/udacity-developing-android-apps-2211
Programming,Learn to Program: Crafting Quality Code,https://www.classcentral.com/course/coursera-learn-to-program-crafting-quality-code-390
Programming,Programming Foundations with Python,https://www.classcentral.com/course/udacity-programming-foundations-with-python-2013
Programming,Computing in Python IV: Objects & Algorithms,https://www.classcentral.com/course/edx-computing-in-python-iv-objects-algorithms-11472
Programming,Programming Basics,https://www.classcentral.com/course/edx-programming-basics-1650
Programming,Advanced Styling with Responsive Design,https://www.classcentral.com/course/coursera-advanced-styling-with-responsive-design-4190
Programming,Story and Narrative Development for Video Games,https://www.classcentral.com/course/coursera-story-and-narrative-development-for-video-games-4257
Programming,Object-Oriented JavaScript,https://www.classcentral.com/course/udacity-object-oriented-javascript-2658
Programming,Introduction to Functional Programming,https://www.classcentral.com/course/edx-introduction-to-functional-programming-2147
Programming,Programming Languages,https://www.classcentral.com/course/udacity-programming-languages-325
Programming,Introduction to Programming for the Visual Arts with p5.js,https://www.classcentral.com/course/kadenze-introduction-to-programming-for-the-visual-arts-with-p5-js-3770
Programming,Data Wrangling with MongoDB,https://www.classcentral.com/course/udacity-data-wrangling-with-mongodb-1479
Programming,Responsive Web Design Fundamentals,https://www.classcentral.com/course/udacity-responsive-web-design-fundamentals-3255
Programming,HTML5 Coding Essentials and Best Practices,https://www.classcentral.com/course/edx-html5-coding-essentials-and-best-practices-3444
Programming,Introduction to Bootstrap - A Tutorial,https://www.classcentral.com/course/edx-introduction-to-bootstrap-a-tutorial-3338
